255,42,0
255,43,0
255,43,0
255,43,0
255,44,0
255,44,0
255,44,0
255,45,0
255,45,0
255,45,0
255,46,0
255,46,0
255,47,0
255,47,0
255,47,0
255,48,0
255,48,0
255,48,0
255,49,0
255,49,0
255,49,0
255,50,0
255,50,0
255,50,0
255,51,0
255,51,0
255,52,0
255,52,0
255,52,0
255,53,0
255,53,0
255,53,0
255,54,0
255,54,0
255,54,0
255,55,0
255,55,0
255,55,0
255,56,0
255,56,0
255,57,0
255,57,0
255,57,0
255,58,0
255,58,0
255,58,0
255,59,0
255,59,0
255,59,0
255,60,0
255,60,0
255,60,0
255,61,0
255,61,0
255,61,0
255,62,0
255,62,0
255,63,0
255,63,0
255,63,0
255,64,0
255,64,0
255,64,0
255,65,0
255,65,0
255,65,0
255,66,0
255,66,0
255,66,0
255,67,0
255,67,0
255,68,0
255,68,0
255,68,0
255,69,0
255,69,0
255,69,0
255,70,0
255,70,0
255,70,0
255,71,0
255,71,0
255,71,0
255,72,0
255,72,0
255,73,0
255,73,0
255,73,0
255,74,0
255,74,0
255,74,0
255,75,0
255,75,0
255,75,0
255,76,0
255,76,0
255,76,0
255,77,0
255,77,0
255,78,0
255,78,0
255,78,0
255,79,0
255,79,0
255,79,0
255,80,0
255,80,0
255,80,0
255,81,0
255,81,0
255,81,0
255,82,0
255,82,0
255,83,0
255,83,0
255,83,0
255,84,0
255,84,0
255,84,0
255,85,0
255,85,0
255,85,0
255,86,0
255,86,0
255,86,0
255,87,0
255,87,0
255,88,0
255,88,0
255,88,0
255,89,0
255,89,0
255,89,0
255,90,0
255,90,0
255,90,0
255,91,0
255,91,0
255,91,0
255,92,0
255,92,0
255,92,0
255,93,0
255,93,0
255,94,0
255,94,0
255,94,0
255,95,0
255,95,0
255,95,0
255,96,0
255,96,0
255,96,0
255,97,0
255,97,0
255,97,0
255,98,0
255,98,0
255,99,0
255,99,0
255,99,0
255,100,0
255,100,0
255,100,0
255,101,0
255,101,0
255,101,0
255,102,0
255,102,0
255,102,0
255,103,0
255,103,0
255,104,0
255,104,0
255,104,0
255,105,0
255,105,0
255,105,0
255,106,0
255,106,0
255,106,0
255,107,0
255,107,0
255,107,0
255,108,0
255,108,0
255,109,0
255,109,0
255,109,0
255,110,0
255,110,0
255,110,0
255,111,0
255,111,0
255,111,0
255,112,0
255,112,0
255,112,0
255,113,0
255,113,0
255,114,0
255,114,0
255,114,0
255,115,0
255,115,0
255,115,0
255,116,0
255,116,0
255,116,0
255,117,0
255,117,0
255,117,0
255,118,0
255,118,0
255,119,0
255,119,0
255,119,0
255,120,0
255,120,0
255,120,0
255,121,0
255,121,0
255,121,0
255,122,0
255,122,0
255,122,0
255,123,0
255,123,0
255,123,0
255,124,0
255,124,0
255,125,0
255,125,0
255,125,0
255,126,0
255,126,0
255,126,0
255,127,0
255,127,0
255,127,0
255,128,0
255,128,0
255,128,0
255,129,0
255,129,0
255,130,0
255,130,0
255,130,0
255,131,0
255,131,0
255,131,0
255,132,0
255,132,0
255,132,0
255,133,0
255,133,0
255,133,0
255,134,0
255,134,0
255,135,0
255,135,0
255,135,0
255,136,0
255,136,0
255,136,0
255,137,0
255,137,0
255,137,0
255,138,0
255,138,0
255,138,0
255,139,0
255,139,0
255,140,0
255,140,0
255,140,0
255,141,0
255,141,0
255,141,0
255,142,0
255,142,0
255,142,0
255,143,0
255,143,0
255,143,0
255,144,0
255,144,0
255,145,0
255,145,0
255,145,0
255,146,0
255,146,0
255,146,0
255,147,0
255,147,0
255,147,0
255,148,0
255,148,0
255,148,0
255,149,0
255,149,0
255,150,0
